,Directory,File,FilePath,Breeds
38,n02085620-Chihuahua,n02085620_1862.jpg,./images/n02085620-Chihuahua/n02085620_1862.jpg,Chihuahua
39,n02085620-Chihuahua,n02085620_1916.jpg,./images/n02085620-Chihuahua/n02085620_1916.jpg,Chihuahua
40,n02085620-Chihuahua,n02085620_199.jpg,./images/n02085620-Chihuahua/n02085620_199.jpg,Chihuahua
41,n02085620-Chihuahua,n02085620_2053.jpg,./images/n02085620-Chihuahua/n02085620_2053.jpg,Chihuahua
42,n02085620-Chihuahua,n02085620_2188.jpg,./images/n02085620-Chihuahua/n02085620_2188.jpg,Chihuahua
43,n02085620-Chihuahua,n02085620_2204.jpg,./images/n02085620-Chihuahua/n02085620_2204.jpg,Chihuahua
44,n02085620-Chihuahua,n02085620_2208.jpg,./images/n02085620-Chihuahua/n02085620_2208.jpg,Chihuahua
45,n02085620-Chihuahua,n02085620_242.jpg,./images/n02085620-Chihuahua/n02085620_242.jpg,Chihuahua
46,n02085620-Chihuahua,n02085620_2479.jpg,./images/n02085620-Chihuahua/n02085620_2479.jpg,Chihuahua
47,n02085620-Chihuahua,n02085620_2507.jpg,./images/n02085620-Chihuahua/n02085620_2507.jpg,Chihuahua
48,n02085620-Chihuahua,n02085620_2517.jpg,./images/n02085620-Chihuahua/n02085620_2517.jpg,Chihuahua
49,n02085620-Chihuahua,n02085620_2590.jpg,./images/n02085620-Chihuahua/n02085620_2590.jpg,Chihuahua
50,n02085620-Chihuahua,n02085620_2614.jpg,./images/n02085620-Chihuahua/n02085620_2614.jpg,Chihuahua
51,n02085620-Chihuahua,n02085620_2650.jpg,./images/n02085620-Chihuahua/n02085620_2650.jpg,Chihuahua
52,n02085620-Chihuahua,n02085620_2693.jpg,./images/n02085620-Chihuahua/n02085620_2693.jpg,Chihuahua
53,n02085620-Chihuahua,n02085620_2706.jpg,./images/n02085620-Chihuahua/n02085620_2706.jpg,Chihuahua
54,n02085620-Chihuahua,n02085620_275.jpg,./images/n02085620-Chihuahua/n02085620_275.jpg,Chihuahua
55,n02085620-Chihuahua,n02085620_2793.jpg,./images/n02085620-Chihuahua/n02085620_2793.jpg,Chihuahua
56,n02085620-Chihuahua,n02085620_2815.jpg,./images/n02085620-Chihuahua/n02085620_2815.jpg,Chihuahua
57,n02085620-Chihuahua,n02085620_2887.jpg,./images/n02085620-Chihuahua/n02085620_2887.jpg,Chihuahua
58,n02085620-Chihuahua,n02085620_2903.jpg,./images/n02085620-Chihuahua/n02085620_2903.jpg,Chihuahua
59,n02085620-Chihuahua,n02085620_2921.jpg,./images/n02085620-Chihuahua/n02085620_2921.jpg,Chihuahua
60,n02085620-Chihuahua,n02085620_2937.jpg,./images/n02085620-Chihuahua/n02085620_2937.jpg,Chihuahua
61,n02085620-Chihuahua,n02085620_2973.jpg,./images/n02085620-Chihuahua/n02085620_2973.jpg,Chihuahua
62,n02085620-Chihuahua,n02085620_2981.jpg,./images/n02085620-Chihuahua/n02085620_2981.jpg,Chihuahua
63,n02085620-Chihuahua,n02085620_3006.jpg,./images/n02085620-Chihuahua/n02085620_3006.jpg,Chihuahua
64,n02085620-Chihuahua,n02085620_3033.jpg,./images/n02085620-Chihuahua/n02085620_3033.jpg,Chihuahua
65,n02085620-Chihuahua,n02085620_3045.jpg,./images/n02085620-Chihuahua/n02085620_3045.jpg,Chihuahua
66,n02085620-Chihuahua,n02085620_3093.jpg,./images/n02085620-Chihuahua/n02085620_3093.jpg,Chihuahua
67,n02085620-Chihuahua,n02085620_3110.jpg,./images/n02085620-Chihuahua/n02085620_3110.jpg,Chihuahua
68,n02085620-Chihuahua,n02085620_3208.jpg,./images/n02085620-Chihuahua/n02085620_3208.jpg,Chihuahua
69,n02085620-Chihuahua,n02085620_326.jpg,./images/n02085620-Chihuahua/n02085620_326.jpg,Chihuahua
70,n02085620-Chihuahua,n02085620_3402.jpg,./images/n02085620-Chihuahua/n02085620_3402.jpg,Chihuahua
71,n02085620-Chihuahua,n02085620_3407.jpg,./images/n02085620-Chihuahua/n02085620_3407.jpg,Chihuahua
72,n02085620-Chihuahua,n02085620_3409.jpg,./images/n02085620-Chihuahua/n02085620_3409.jpg,Chihuahua
73,n02085620-Chihuahua,n02085620_3423.jpg,./images/n02085620-Chihuahua/n02085620_3423.jpg,Chihuahua
74,n02085620-Chihuahua,n02085620_3485.jpg,./images/n02085620-Chihuahua/n02085620_3485.jpg,Chihuahua
75,n02085620-Chihuahua,n02085620_3488.jpg,./images/n02085620-Chihuahua/n02085620_3488.jpg,Chihuahua
76,n02085620-Chihuahua,n02085620_3593.jpg,./images/n02085620-Chihuahua/n02085620_3593.jpg,Chihuahua
77,n02085620-Chihuahua,n02085620_3651.jpg,./images/n02085620-Chihuahua/n02085620_3651.jpg,Chihuahua
78,n02085620-Chihuahua,n02085620_3677.jpg,./images/n02085620-Chihuahua/n02085620_3677.jpg,Chihuahua
79,n02085620-Chihuahua,n02085620_368.jpg,./images/n02085620-Chihuahua/n02085620_368.jpg,Chihuahua
80,n02085620-Chihuahua,n02085620_3681.jpg,./images/n02085620-Chihuahua/n02085620_3681.jpg,Chihuahua
81,n02085620-Chihuahua,n02085620_3742.jpg,./images/n02085620-Chihuahua/n02085620_3742.jpg,Chihuahua
82,n02085620-Chihuahua,n02085620_3763.jpg,./images/n02085620-Chihuahua/n02085620_3763.jpg,Chihuahua
83,n02085620-Chihuahua,n02085620_382.jpg,./images/n02085620-Chihuahua/n02085620_382.jpg,Chihuahua
84,n02085620-Chihuahua,n02085620_3826.jpg,./images/n02085620-Chihuahua/n02085620_3826.jpg,Chihuahua
85,n02085620-Chihuahua,n02085620_3838.jpg,./images/n02085620-Chihuahua/n02085620_3838.jpg,Chihuahua
86,n02085620-Chihuahua,n02085620_3875.jpg,./images/n02085620-Chihuahua/n02085620_3875.jpg,Chihuahua
87,n02085620-Chihuahua,n02085620_3877.jpg,./images/n02085620-Chihuahua/n02085620_3877.jpg,Chihuahua
88,n02085620-Chihuahua,n02085620_3880.jpg,./images/n02085620-Chihuahua/n02085620_3880.jpg,Chihuahua
89,n02085620-Chihuahua,n02085620_3928.jpg,./images/n02085620-Chihuahua/n02085620_3928.jpg,Chihuahua
90,n02085620-Chihuahua,n02085620_3942.jpg,./images/n02085620-Chihuahua/n02085620_3942.jpg,Chihuahua
91,n02085620-Chihuahua,n02085620_3975.jpg,./images/n02085620-Chihuahua/n02085620_3975.jpg,Chihuahua
92,n02085620-Chihuahua,n02085620_4016.jpg,./images/n02085620-Chihuahua/n02085620_4016.jpg,Chihuahua
93,n02085620-Chihuahua,n02085620_4159.jpg,./images/n02085620-Chihuahua/n02085620_4159.jpg,Chihuahua
94,n02085620-Chihuahua,n02085620_4207.jpg,./images/n02085620-Chihuahua/n02085620_4207.jpg,Chihuahua
95,n02085620-Chihuahua,n02085620_4266.jpg,./images/n02085620-Chihuahua/n02085620_4266.jpg,Chihuahua
96,n02085620-Chihuahua,n02085620_4290.jpg,./images/n02085620-Chihuahua/n02085620_4290.jpg,Chihuahua
97,n02085620-Chihuahua,n02085620_431.jpg,./images/n02085620-Chihuahua/n02085620_431.jpg,Chihuahua
98,n02085620-Chihuahua,n02085620_4441.jpg,./images/n02085620-Chihuahua/n02085620_4441.jpg,Chihuahua
99,n02085620-Chihuahua,n02085620_4515.jpg,./images/n02085620-Chihuahua/n02085620_4515.jpg,Chihuahua
100,n02085620-Chihuahua,n02085620_4572.jpg,./images/n02085620-Chihuahua/n02085620_4572.jpg,Chihuahua
101,n02085620-Chihuahua,n02085620_4602.jpg,./images/n02085620-Chihuahua/n02085620_4602.jpg,Chihuahua
102,n02085620-Chihuahua,n02085620_4673.jpg,./images/n02085620-Chihuahua/n02085620_4673.jpg,Chihuahua
103,n02085620-Chihuahua,n02085620_4700.jpg,./images/n02085620-Chihuahua/n02085620_4700.jpg,Chihuahua
104,n02085620-Chihuahua,n02085620_473.jpg,./images/n02085620-Chihuahua/n02085620_473.jpg,Chihuahua
105,n02085620-Chihuahua,n02085620_477.jpg,./images/n02085620-Chihuahua/n02085620_477.jpg,Chihuahua
106,n02085620-Chihuahua,n02085620_4814.jpg,./images/n02085620-Chihuahua/n02085620_4814.jpg,Chihuahua
107,n02085620-Chihuahua,n02085620_4875.jpg,./images/n02085620-Chihuahua/n02085620_4875.jpg,Chihuahua
108,n02085620-Chihuahua,n02085620_4919.jpg,./images/n02085620-Chihuahua/n02085620_4919.jpg,Chihuahua
109,n02085620-Chihuahua,n02085620_4951.jpg,./images/n02085620-Chihuahua/n02085620_4951.jpg,Chihuahua
110,n02085620-Chihuahua,n02085620_4980.jpg,./images/n02085620-Chihuahua/n02085620_4980.jpg,Chihuahua
111,n02085620-Chihuahua,n02085620_4998.jpg,./images/n02085620-Chihuahua/n02085620_4998.jpg,Chihuahua
112,n02085620-Chihuahua,n02085620_500.jpg,./images/n02085620-Chihuahua/n02085620_500.jpg,Chihuahua
113,n02085620-Chihuahua,n02085620_5093.jpg,./images/n02085620-Chihuahua/n02085620_5093.jpg,Chihuahua
114,n02085620-Chihuahua,n02085620_5312.jpg,./images/n02085620-Chihuahua/n02085620_5312.jpg,Chihuahua
115,n02085620-Chihuahua,n02085620_5496.jpg,./images/n02085620-Chihuahua/n02085620_5496.jpg,Chihuahua
116,n02085620-Chihuahua,n02085620_5661.jpg,./images/n02085620-Chihuahua/n02085620_5661.jpg,Chihuahua
117,n02085620-Chihuahua,n02085620_5713.jpg,./images/n02085620-Chihuahua/n02085620_5713.jpg,Chihuahua
118,n02085620-Chihuahua,n02085620_574.jpg,./images/n02085620-Chihuahua/n02085620_574.jpg,Chihuahua
119,n02085620-Chihuahua,n02085620_575.jpg,./images/n02085620-Chihuahua/n02085620_575.jpg,Chihuahua
120,n02085620-Chihuahua,n02085620_5771.jpg,./images/n02085620-Chihuahua/n02085620_5771.jpg,Chihuahua
121,n02085620-Chihuahua,n02085620_588.jpg,./images/n02085620-Chihuahua/n02085620_588.jpg,Chihuahua
122,n02085620-Chihuahua,n02085620_5927.jpg,./images/n02085620-Chihuahua/n02085620_5927.jpg,Chihuahua
123,n02085620-Chihuahua,n02085620_6295.jpg,./images/n02085620-Chihuahua/n02085620_6295.jpg,Chihuahua
124,n02085620-Chihuahua,n02085620_6399.jpg,./images/n02085620-Chihuahua/n02085620_6399.jpg,Chihuahua
125,n02085620-Chihuahua,n02085620_6931.jpg,./images/n02085620-Chihuahua/n02085620_6931.jpg,Chihuahua
126,n02085620-Chihuahua,n02085620_7.jpg,./images/n02085620-Chihuahua/n02085620_7.jpg,Chihuahua
127,n02085620-Chihuahua,n02085620_712.jpg,./images/n02085620-Chihuahua/n02085620_712.jpg,Chihuahua
128,n02085620-Chihuahua,n02085620_7292.jpg,./images/n02085620-Chihuahua/n02085620_7292.jpg,Chihuahua
129,n02085620-Chihuahua,n02085620_730.jpg,./images/n02085620-Chihuahua/n02085620_730.jpg,Chihuahua
130,n02085620-Chihuahua,n02085620_735.jpg,./images/n02085620-Chihuahua/n02085620_735.jpg,Chihuahua
131,n02085620-Chihuahua,n02085620_7436.jpg,./images/n02085620-Chihuahua/n02085620_7436.jpg,Chihuahua
132,n02085620-Chihuahua,n02085620_7440.jpg,./images/n02085620-Chihuahua/n02085620_7440.jpg,Chihuahua
133,n02085620-Chihuahua,n02085620_7613.jpg,./images/n02085620-Chihuahua/n02085620_7613.jpg,Chihuahua
134,n02085620-Chihuahua,n02085620_7700.jpg,./images/n02085620-Chihuahua/n02085620_7700.jpg,Chihuahua
135,n02085620-Chihuahua,n02085620_7738.jpg,./images/n02085620-Chihuahua/n02085620_7738.jpg,Chihuahua
136,n02085620-Chihuahua,n02085620_806.jpg,./images/n02085620-Chihuahua/n02085620_806.jpg,Chihuahua
137,n02085620-Chihuahua,n02085620_8420.jpg,./images/n02085620-Chihuahua/n02085620_8420.jpg,Chihuahua
138,n02085620-Chihuahua,n02085620_8491.jpg,./images/n02085620-Chihuahua/n02085620_8491.jpg,Chihuahua
139,n02085620-Chihuahua,n02085620_8558.jpg,./images/n02085620-Chihuahua/n02085620_8558.jpg,Chihuahua
140,n02085620-Chihuahua,n02085620_8578.jpg,./images/n02085620-Chihuahua/n02085620_8578.jpg,Chihuahua
141,n02085620-Chihuahua,n02085620_8585.jpg,./images/n02085620-Chihuahua/n02085620_8585.jpg,Chihuahua
142,n02085620-Chihuahua,n02085620_8611.jpg,./images/n02085620-Chihuahua/n02085620_8611.jpg,Chihuahua
143,n02085620-Chihuahua,n02085620_8636.jpg,./images/n02085620-Chihuahua/n02085620_8636.jpg,Chihuahua
144,n02085620-Chihuahua,n02085620_8637.jpg,./images/n02085620-Chihuahua/n02085620_8637.jpg,Chihuahua
145,n02085620-Chihuahua,n02085620_9351.jpg,./images/n02085620-Chihuahua/n02085620_9351.jpg,Chihuahua
146,n02085620-Chihuahua,n02085620_9357.jpg,./images/n02085620-Chihuahua/n02085620_9357.jpg,Chihuahua
147,n02085620-Chihuahua,n02085620_9399.jpg,./images/n02085620-Chihuahua/n02085620_9399.jpg,Chihuahua
148,n02085620-Chihuahua,n02085620_9414.jpg,./images/n02085620-Chihuahua/n02085620_9414.jpg,Chihuahua
149,n02085620-Chihuahua,n02085620_949.jpg,./images/n02085620-Chihuahua/n02085620_949.jpg,Chihuahua
150,n02085620-Chihuahua,n02085620_952.jpg,./images/n02085620-Chihuahua/n02085620_952.jpg,Chihuahua
151,n02085620-Chihuahua,n02085620_9654.jpg,./images/n02085620-Chihuahua/n02085620_9654.jpg,Chihuahua
152,n02085782-Japanese_spaniel,n02085620_10074.jpg,./images/n02085782-Japanese_spaniel/n02085620_10074.jpg,Japanese_spaniel
153,n02085782-Japanese_spaniel,n02085620_10131.jpg,./images/n02085782-Japanese_spaniel/n02085620_10131.jpg,Japanese_spaniel
154,n02085782-Japanese_spaniel,n02085620_10621.jpg,./images/n02085782-Japanese_spaniel/n02085620_10621.jpg,Japanese_spaniel
155,n02085782-Japanese_spaniel,n02085620_1073.jpg,./images/n02085782-Japanese_spaniel/n02085620_1073.jpg,Japanese_spaniel
156,n02085782-Japanese_spaniel,n02085620_10976.jpg,./images/n02085782-Japanese_spaniel/n02085620_10976.jpg,Japanese_spaniel
157,n02085782-Japanese_spaniel,n02085620_11140.jpg,./images/n02085782-Japanese_spaniel/n02085620_11140.jpg,Japanese_spaniel
158,n02085782-Japanese_spaniel,n02085620_11238.jpg,./images/n02085782-Japanese_spaniel/n02085620_11238.jpg,Japanese_spaniel
159,n02085782-Japanese_spaniel,n02085620_11258.jpg,./images/n02085782-Japanese_spaniel/n02085620_11258.jpg,Japanese_spaniel
160,n02085782-Japanese_spaniel,n02085620_11337.jpg,./images/n02085782-Japanese_spaniel/n02085620_11337.jpg,Japanese_spaniel
161,n02085782-Japanese_spaniel,n02085620_11477.jpg,./images/n02085782-Japanese_spaniel/n02085620_11477.jpg,Japanese_spaniel
162,n02085782-Japanese_spaniel,n02085620_1152.jpg,./images/n02085782-Japanese_spaniel/n02085620_1152.jpg,Japanese_spaniel
163,n02085782-Japanese_spaniel,n02085620_11696.jpg,./images/n02085782-Japanese_spaniel/n02085620_11696.jpg,Japanese_spaniel
164,n02085782-Japanese_spaniel,n02085620_11818.jpg,./images/n02085782-Japanese_spaniel/n02085620_11818.jpg,Japanese_spaniel
165,n02085782-Japanese_spaniel,n02085620_11948.jpg,./images/n02085782-Japanese_spaniel/n02085620_11948.jpg,Japanese_spaniel
166,n02085782-Japanese_spaniel,n02085620_1205.jpg,./images/n02085782-Japanese_spaniel/n02085620_1205.jpg,Japanese_spaniel
167,n02085782-Japanese_spaniel,n02085620_12101.jpg,./images/n02085782-Japanese_spaniel/n02085620_12101.jpg,Japanese_spaniel
168,n02085782-Japanese_spaniel,n02085620_12334.jpg,./images/n02085782-Japanese_spaniel/n02085620_12334.jpg,Japanese_spaniel
169,n02085782-Japanese_spaniel,n02085620_1235.jpg,./images/n02085782-Japanese_spaniel/n02085620_1235.jpg,Japanese_spaniel
170,n02085782-Japanese_spaniel,n02085620_1271.jpg,./images/n02085782-Japanese_spaniel/n02085620_1271.jpg,Japanese_spaniel
171,n02085782-Japanese_spaniel,n02085620_12718.jpg,./images/n02085782-Japanese_spaniel/n02085620_12718.jpg,Japanese_spaniel
172,n02085782-Japanese_spaniel,n02085620_1298.jpg,./images/n02085782-Japanese_spaniel/n02085620_1298.jpg,Japanese_spaniel
173,n02085782-Japanese_spaniel,n02085620_13151.jpg,./images/n02085782-Japanese_spaniel/n02085620_13151.jpg,Japanese_spaniel
174,n02085782-Japanese_spaniel,n02085620_1321.jpg,./images/n02085782-Japanese_spaniel/n02085620_1321.jpg,Japanese_spaniel
175,n02085782-Japanese_spaniel,n02085620_13383.jpg,./images/n02085782-Japanese_spaniel/n02085620_13383.jpg,Japanese_spaniel
176,n02085782-Japanese_spaniel,n02085620_1346.jpg,./images/n02085782-Japanese_spaniel/n02085620_1346.jpg,Japanese_spaniel
177,n02085782-Japanese_spaniel,n02085620_13964.jpg,./images/n02085782-Japanese_spaniel/n02085620_13964.jpg,Japanese_spaniel
178,n02085782-Japanese_spaniel,n02085620_14252.jpg,./images/n02085782-Japanese_spaniel/n02085620_14252.jpg,Japanese_spaniel
179,n02085782-Japanese_spaniel,n02085620_14413.jpg,./images/n02085782-Japanese_spaniel/n02085620_14413.jpg,Japanese_spaniel
180,n02085782-Japanese_spaniel,n02085620_14516.jpg,./images/n02085782-Japanese_spaniel/n02085620_14516.jpg,Japanese_spaniel
181,n02085782-Japanese_spaniel,n02085620_1455.jpg,./images/n02085782-Japanese_spaniel/n02085620_1455.jpg,Japanese_spaniel
182,n02085782-Japanese_spaniel,n02085620_1492.jpg,./images/n02085782-Japanese_spaniel/n02085620_1492.jpg,Japanese_spaniel
183,n02085782-Japanese_spaniel,n02085620_1502.jpg,./images/n02085782-Japanese_spaniel/n02085620_1502.jpg,Japanese_spaniel
184,n02085782-Japanese_spaniel,n02085620_1558.jpg,./images/n02085782-Japanese_spaniel/n02085620_1558.jpg,Japanese_spaniel
185,n02085782-Japanese_spaniel,n02085620_1569.jpg,./images/n02085782-Japanese_spaniel/n02085620_1569.jpg,Japanese_spaniel
186,n02085782-Japanese_spaniel,n02085620_1617.jpg,./images/n02085782-Japanese_spaniel/n02085620_1617.jpg,Japanese_spaniel
187,n02085782-Japanese_spaniel,n02085620_1620.jpg,./images/n02085782-Japanese_spaniel/n02085620_1620.jpg,Japanese_spaniel
188,n02085782-Japanese_spaniel,n02085620_1765.jpg,./images/n02085782-Japanese_spaniel/n02085620_1765.jpg,Japanese_spaniel
189,n02085782-Japanese_spaniel,n02085620_1816.jpg,./images/n02085782-Japanese_spaniel/n02085620_1816.jpg,Japanese_spaniel
190,n02085782-Japanese_spaniel,n02085620_1862.jpg,./images/n02085782-Japanese_spaniel/n02085620_1862.jpg,Japanese_spaniel
191,n02085782-Japanese_spaniel,n02085620_1916.jpg,./images/n02085782-Japanese_spaniel/n02085620_1916.jpg,Japanese_spaniel
192,n02085782-Japanese_spaniel,n02085620_199.jpg,./images/n02085782-Japanese_spaniel/n02085620_199.jpg,Japanese_spaniel
193,n02085782-Japanese_spaniel,n02085620_2053.jpg,./images/n02085782-Japanese_spaniel/n02085620_2053.jpg,Japanese_spaniel
194,n02085782-Japanese_spaniel,n02085620_2188.jpg,./images/n02085782-Japanese_spaniel/n02085620_2188.jpg,Japanese_spaniel
195,n02085782-Japanese_spaniel,n02085620_2204.jpg,./images/n02085782-Japanese_spaniel/n02085620_2204.jpg,Japanese_spaniel
196,n02085782-Japanese_spaniel,n02085620_2208.jpg,./images/n02085782-Japanese_spaniel/n02085620_2208.jpg,Japanese_spaniel
197,n02085782-Japanese_spaniel,n02085620_242.jpg,./images/n02085782-Japanese_spaniel/n02085620_242.jpg,Japanese_spaniel
198,n02085782-Japanese_spaniel,n02085620_2479.jpg,./images/n02085782-Japanese_spaniel/n02085620_2479.jpg,Japanese_spaniel
199,n02085782-Japanese_spaniel,n02085620_2507.jpg,./images/n02085782-Japanese_spaniel/n02085620_2507.jpg,Japanese_spaniel
200,n02085782-Japanese_spaniel,n02085620_2517.jpg,./images/n02085782-Japanese_spaniel/n02085620_2517.jpg,Japanese_spaniel
201,n02085782-Japanese_spaniel,n02085620_2590.jpg,./images/n02085782-Japanese_spaniel/n02085620_2590.jpg,Japanese_spaniel
202,n02085782-Japanese_spaniel,n02085620_2614.jpg,./images/n02085782-Japanese_spaniel/n02085620_2614.jpg,Japanese_spaniel
203,n02085782-Japanese_spaniel,n02085620_2650.jpg,./images/n02085782-Japanese_spaniel/n02085620_2650.jpg,Japanese_spaniel
204,n02085782-Japanese_spaniel,n02085620_2693.jpg,./images/n02085782-Japanese_spaniel/n02085620_2693.jpg,Japanese_spaniel
205,n02085782-Japanese_spaniel,n02085620_2706.jpg,./images/n02085782-Japanese_spaniel/n02085620_2706.jpg,Japanese_spaniel
206,n02085782-Japanese_spaniel,n02085620_275.jpg,./images/n02085782-Japanese_spaniel/n02085620_275.jpg,Japanese_spaniel
207,n02085782-Japanese_spaniel,n02085620_2793.jpg,./images/n02085782-Japanese_spaniel/n02085620_2793.jpg,Japanese_spaniel
208,n02085782-Japanese_spaniel,n02085620_2815.jpg,./images/n02085782-Japanese_spaniel/n02085620_2815.jpg,Japanese_spaniel
209,n02085782-Japanese_spaniel,n02085620_2887.jpg,./images/n02085782-Japanese_spaniel/n02085620_2887.jpg,Japanese_spaniel
210,n02085782-Japanese_spaniel,n02085620_2903.jpg,./images/n02085782-Japanese_spaniel/n02085620_2903.jpg,Japanese_spaniel
211,n02085782-Japanese_spaniel,n02085620_2921.jpg,./images/n02085782-Japanese_spaniel/n02085620_2921.jpg,Japanese_spaniel
212,n02085782-Japanese_spaniel,n02085620_2937.jpg,./images/n02085782-Japanese_spaniel/n02085620_2937.jpg,Japanese_spaniel
213,n02085782-Japanese_spaniel,n02085620_2973.jpg,./images/n02085782-Japanese_spaniel/n02085620_2973.jpg,Japanese_spaniel
214,n02085782-Japanese_spaniel,n02085620_2981.jpg,./images/n02085782-Japanese_spaniel/n02085620_2981.jpg,Japanese_spaniel
215,n02085782-Japanese_spaniel,n02085620_3006.jpg,./images/n02085782-Japanese_spaniel/n02085620_3006.jpg,Japanese_spaniel
216,n02085782-Japanese_spaniel,n02085620_3033.jpg,./images/n02085782-Japanese_spaniel/n02085620_3033.jpg,Japanese_spaniel
217,n02085782-Japanese_spaniel,n02085620_3045.jpg,./images/n02085782-Japanese_spaniel/n02085620_3045.jpg,Japanese_spaniel
218,n02085782-Japanese_spaniel,n02085620_3093.jpg,./images/n02085782-Japanese_spaniel/n02085620_3093.jpg,Japanese_spaniel
219,n02085782-Japanese_spaniel,n02085620_3110.jpg,./images/n02085782-Japanese_spaniel/n02085620_3110.jpg,Japanese_spaniel
220,n02085782-Japanese_spaniel,n02085620_3208.jpg,./images/n02085782-Japanese_spaniel/n02085620_3208.jpg,Japanese_spaniel
221,n02085782-Japanese_spaniel,n02085620_326.jpg,./images/n02085782-Japanese_spaniel/n02085620_326.jpg,Japanese_spaniel
